occurred_on,channel,content,customer_external_id
2025-12-22,Chat,"Bom dia. Venho novamente reportar falhas na integração com WhatsApp. Notamos que mensagens com imagens e áudios não estão sendo recebidas pela plataforma, apenas texto. Isso compromete muito nosso fluxo de atendimento pois muitos clientes enviam fotos de produtos.",CUST-007
2025-12-23,Telefone,"Olá, sinto falta de um relatório de produtividade individual dos atendentes. Quero ver quantas conversas cada um resolve por dia, qual o tempo ocioso, etc. Hoje faço isso manualmente numa planilha.",CUST-023
2025-12-23,Chat,"Sugiro que vocês criem um painel de 'saúde do cliente' que agrupe sentimento, frequência de contato e tipo de solicitação. Isso nos ajudaria a identificar clientes em risco de churn antes que seja tarde.",CUST-037
2025-12-24,WhatsApp,"Queria reportar um bug nos relatórios. Quando filtro por período customizado, os dados vêm zerados. Só funciona com os filtros pré-definidos (última semana, último mês). Preciso gerar relatório do Q3 e não consigo.",CUST-009
2025-12-25,WhatsApp,"Olá, sinto falta de um relatório de produtividade individual dos atendentes. Quero ver quantas conversas cada um resolve por dia, qual o tempo ocioso, etc. Hoje faço isso manualmente numa planilha.",CUST-030
2025-12-26,Telefone,Recebi a fatura com reajuste de 30% sem nenhum aviso prévio. No contrato diz que reajustes devem ser comunicados com 60 dias de antecedência. Gostaria de entender essa situação.,CUST-013
2025-12-26,WhatsApp,Queria muito ter relatórios comparativos mês a mês. Hoje preciso exportar dois relatórios separados e comparar manualmente no Excel. Se tivesse um comparativo nativo na plataforma seria perfeito.,CUST-031
2025-12-26,Telefone,"Oi, vocês planejam integrar com ferramentas de BI como Metabase ou Looker? Precisamos de análises mais avançadas do que o dashboard de vocês oferece hoje.",CUST-037
2025-12-27,WhatsApp,"A plataforma ficou intermitente o dia todo ontem. Funcionava 5 minutos, caía 10. Meus agentes tiveram que atender pelo celular pessoal. Isso é muito ruim pro nosso negócio.",CUST-036
2025-12-27,WhatsApp,"Sugiro implementar alertas baseados em padrões. Se um cliente que normalmente abre 2 tickets por mês de repente abre 8, algo está errado. Queremos ser notificados automaticamente nesses casos.",CUST-040
2025-12-29,Chat,"Gente, a integração do WhatsApp tá uma zona. Ontem perdi 3 vendas porque as msgs dos clientes não chegaram. Quando vi, já tinham ido pra concorrência. Vocês precisam resolver isso de vez!",CUST-010
2025-12-29,WhatsApp,Os gráficos do dashboard estão mostrando dados de outro período. Seleciono outubro e aparecem dados de setembro. Já tentei em diferentes navegadores. O bug persiste.,CUST-039
2025-12-30,WhatsApp,Queria saber se no plano Starter tem limite de conversas por mês. Li nos termos que tem um limite mas não ficou claro qual é.,CUST-030
2025-12-31,WhatsApp,"Bom dia. Venho novamente reportar falhas na integração com WhatsApp. Notamos que mensagens com imagens e áudios não estão sendo recebidas pela plataforma, apenas texto. Isso compromete muito nosso fluxo de atendimento pois muitos clientes enviam fotos de produtos.",CUST-015
